id,date,content,url,likes,retweets,reply_count,hashtags,media_type,media_url,media_path
s598797434542755840,2015-05-14 10:30:08+00:00,"Has your kettle become a scaly nightmare? Cover the element with white vinegar, bring to the boil &amp; leave overnight. http://t.co/tCdf47LE28",https://twitter.com/Dyson/status/598797434542755840,0,0,0,,photo,https://pbs.twimg.com/media/CE9bGAxWEAEdmcX?format=jpg&name=large,Dyson_media/s598797434542755840.jpg
s598379783580442624,2015-05-13 06:50:32+00:00,What would you improve about camera technology today? #ConstantInnovation http://t.co/xEj7NfOA2Y,https://twitter.com/Dyson/status/598379783580442624,0,0,0,['ConstantInnovation'],photo,https://pbs.twimg.com/media/CE3fPhtWAAAuGrx?format=jpg&name=large,Dyson_media/s598379783580442624.jpg
s597412049371721728,2015-05-10 14:45:06+00:00,Spoil your mom this #MothersDay. http://t.co/uiSdyzsryJ,https://twitter.com/Dyson/status/597412049371721728,5,2,0,['MothersDay'],photo,https://pbs.twimg.com/media/CEpvF_TWYAAQ1KD?format=png&name=large,Dyson_media/s597412049371721728.jpg
s596365314541101057,2015-05-07 17:25:45+00:00,Humidifiers are known to help keep skin supple &amp; moisturised. Meet our Humidifier #happyskin http://t.co/v8j5zcXONk http://t.co/fgPmcwCAg1,https://twitter.com/Dyson/status/596365314541101057,3,7,2,['happyskin'],photo,https://pbs.twimg.com/media/CEa3FuSXIAAqaKC?format=jpg&name=large,Dyson_media/s596365314541101057.jpg
s595634454992912385,2015-05-05 17:01:35+00:00,"Dyson Airblades are the fastest, most hygienic hand dryers. Don't settle for less. #HandHygieneDay http://t.co/Myyi9B21p8",https://twitter.com/Dyson/status/595634454992912385,2,1,0,['HandHygieneDay'],photo,https://pbs.twimg.com/media/CEQeYYFWAAEK5fu?format=png&name=large,Dyson_media/s595634454992912385.jpg
s595196210929082368,2015-05-04 12:00:09+00:00,Happy May 4th http://t.co/QHIkrpizUZ http://t.co/hAeJOjwR3U,https://twitter.com/Dyson/status/595196210929082368,21,20,2,,photo,https://pbs.twimg.com/media/CEKPzN_W0AE1dfn?format=jpg&name=large,Dyson_media/s595196210929082368.jpg
s595001351697989632,2015-05-03 23:05:51+00:00,Happy May the 4th. Don't worry about the popcorn mess - #DysonV6 Fluffy will win that battle http://t.co/oro9PAGYJT http://t.co/T4JHvdiOUF,https://twitter.com/Dyson/status/595001351697989632,6,13,1,['DysonV6'],photo,https://pbs.twimg.com/media/CEHek6sWIAAmUVb?format=jpg&name=large,Dyson_media/s595001351697989632.jpg
s594224418655707136,2015-05-01 19:38:36+00:00,V6 Fluffy on set with @HSN today. Take a look at their #TodaysSpecial. http://t.co/ZPMgttZFDm http://t.co/9BxqezgVrO,https://twitter.com/Dyson/status/594224418655707136,0,3,1,['TodaysSpecial'],photo,https://pbs.twimg.com/media/CD8b9c-WMAAdAaA?format=jpg&name=large,Dyson_media/s594224418655707136.jpg
s593044429662990337,2015-04-28 13:29:44+00:00,Are you a mani fan? Dyson Air Multiplier technology was on hand to dry manicures at the 2015 #VogueFestival http://t.co/RBe65MMYmS,https://twitter.com/Dyson/status/593044429662990337,2,2,0,['VogueFestival'],photo,https://pbs.twimg.com/media/CDrqw_OWEAASpOu?format=png&name=large,Dyson_media/s593044429662990337.jpg
s592386286981382144,2015-04-26 17:54:31+00:00,#Dyson fans keep it cool at the 2015 #VogueFestival http://t.co/d8BRLt2qCf,https://twitter.com/Dyson/status/592386286981382144,1,5,0,"['Dyson', 'VogueFestival']",photo,https://pbs.twimg.com/media/CDiUKsHWoAAyqnc?format=jpg&name=large,Dyson_media/s592386286981382144.jpg
s592386286981382144,2015-04-26 17:54:31+00:00,#Dyson fans keep it cool at the 2015 #VogueFestival http://t.co/d8BRLt2qCf,https://twitter.com/Dyson/status/592386286981382144,1,5,0,"['Dyson', 'VogueFestival']",photo,https://pbs.twimg.com/media/CDiUKtZWAAI0EkO?format=jpg&name=large,Dyson_media/s592386286981382144.jpg
s592386286981382144,2015-04-26 17:54:31+00:00,#Dyson fans keep it cool at the 2015 #VogueFestival http://t.co/d8BRLt2qCf,https://twitter.com/Dyson/status/592386286981382144,1,5,0,"['Dyson', 'VogueFestival']",photo,https://pbs.twimg.com/media/CDiUKwQXIAAKTRp?format=jpg&name=large,Dyson_media/s592386286981382144.jpg
s592386286981382144,2015-04-26 17:54:31+00:00,#Dyson fans keep it cool at the 2015 #VogueFestival http://t.co/d8BRLt2qCf,https://twitter.com/Dyson/status/592386286981382144,1,5,0,"['Dyson', 'VogueFestival']",photo,https://pbs.twimg.com/media/CDiUK0VWgAAOw00?format=jpg&name=large,Dyson_media/s592386286981382144.jpg
s592011666390437888,2015-04-25 17:05:54+00:00,Functional and fashionable. Check out #Dyson fans at #VogueFestival http://t.co/QiR57tTA0R,https://twitter.com/Dyson/status/592011666390437888,4,4,0,"['Dyson', 'VogueFestival']",photo,https://pbs.twimg.com/media/CDc_cW6WoAAyudi?format=jpg&name=large,Dyson_media/s592011666390437888.jpg
s592011666390437888,2015-04-25 17:05:54+00:00,Functional and fashionable. Check out #Dyson fans at #VogueFestival http://t.co/QiR57tTA0R,https://twitter.com/Dyson/status/592011666390437888,4,4,0,"['Dyson', 'VogueFestival']",photo,https://pbs.twimg.com/media/CDc_cYBWYAAM66f?format=jpg&name=large,Dyson_media/s592011666390437888.jpg
s591996642334760960,2015-04-25 16:06:12+00:00,Dyson is in Vogue at the #VogueFestival 2015 http://t.co/pNhnjNmk1K,https://twitter.com/Dyson/status/591996642334760960,5,8,0,['VogueFestival'],photo,https://pbs.twimg.com/media/CDcxy6eWEAAhbFx?format=jpg&name=large,Dyson_media/s591996642334760960.jpg
s591996642334760960,2015-04-25 16:06:12+00:00,Dyson is in Vogue at the #VogueFestival 2015 http://t.co/pNhnjNmk1K,https://twitter.com/Dyson/status/591996642334760960,5,8,0,['VogueFestival'],photo,https://pbs.twimg.com/media/CDcxy-CWgAEuVtX?format=jpg&name=large,Dyson_media/s591996642334760960.jpg
